RegulationId,RegistarId,Naslov,Vazenje,Matko_StupanjeNaSnagu,Dario_StupanjeNaSnagu,Matko_DatumPrimjene,Dario_DatumPrimjene
1671,2056,Pravilnik o postupku homologacije sigurnosnih stakala i materijala za stakla motornih vozila i njihovih prikolica i vozila s obzirom na ugradbu tih stakala TPV 145 (Izdanje 00),"Pravilnik stupa na snagu 1. 7. 2013.<br/>
Prestaje važiti Naredba o homologaciji sigurnosnih stakala i gradiva za stakla namijenjenih za ugradbu na cestovna vozila (Narodne novine, br. 122/99).",,01.07.2013,,
1679,2064,"Pravilnik o postupku homologacije vozila za prijevoz putnika koja imaju osim vozačeva više od osam sjedala, s obzirom na posebne zahtjeve za takva vozila TPV 152 (izdanje 00)","Pravilnik stupa na snagu 1. 7. 2013. <br/>
Prestaju važiti: <br/>
– Naredba o homologaciji velikih vozila za prijevoz putnika s obzirom na njihove opće konstrukcijske značajke (Narodne novine, br. 4/03) i <br/>
– Naredba o homologaciji malih vozila za prijevoz putnika s obzirom na opće konstrukcijske značajke« (Narodne novine, br. 112/03).
",,01.07.2013,,
1680,2065,Pravilnik o postupku homologacije motornih vozila s obzirom na zaštitu putnika u slučaju čelnog sudara TPV 153 (izdanje 00),Pravilnikstupa na snagu 1. 7. 2013.,,01.07.2013,,
1681,2066,Pravilnik o postupku homologacije vozila s obzirom na zaštitu putnika u slučaju bočnog sudara TPV 154 (izdanje 00),Pravilnik stupa na snagu 25. 1. 2007.,,25.01.2007,,
1683,2068,Pravilnik o postupku homologacije motornih vozila s obzirom na zaštitu od prednjeg podlijetanja TPV 157 (izdanje 00),Stupa na snagu 1. 7. 2013.,,01.07.2013,,
1685,2070,Pravilnik o postupku homologacije motornih vozila na dva ili tri kotača s obzirom na sustave kočenja TPV 201 (izdanje 01),Pravilnik stupa na snagu 20. 9. 2008.,19.09.2008,20.09.2008,,
1690,2075,Pravilnik o postupku homologacije motornih vozila na dva ili tri kotača s obzirom na zaštitu od neovlaštene uporabe TPV 206 (izdanje 00),Pravilnik srtupa na snagu 1. 7. 2013.,,01.07.2013,,
1695,2080,Pravilnik o postupku homologacije motornih vozila na dva ili tri kotača s obzirom na mase i dimenzije TPV 209 (izdanje 01),Pravilnik stupa na snagu 9. 8. 2008.,08.08.2008,09.08.2008,,
1698,2083,"Pravilnik o postupku homologacije vozila na dva ili tri kotača s obzirom na najveću konstrukcijsku brzinu, najveći zakretni moment i najveću snagu motora TPV 211 (izdanje 01)",Pravilnik stupa na snagu 19. 4. 2008.,18.04.2008,19.04.2008,,
1699,2085,Pravilnik o postupku homologacije određenih sastavnih dijelova i značajki motornih vozila na dva ili tri kotača TPV 212 (izdanje 00) - DIO 2.: uređaji za osvjetljavanje i svjetlosnu signalizaciju za motorna vozila na dva ili tri kotača,Pravilnik stupa na snagu 9. 2. 2007.,,09.02.2007,,
1700,2089,Pravilnik o postupku homologacije određenih sastavnih dijelova i značajki motornih vozila na dva ili tri kotača TPV 212 (izdanje 00) - DIO 6.: spremnici za gorivo motornih vozila na dva ili tri kotača,Pravilnik stupa na snagu 9. 2. 2007.,,09.02.2007,,
1701,2091,Pravilnik o postupku homologacije određenih sastavnih dijelova i značajki motornih vozila na dva ili tri kotača TPV 212 (izdanje 00) - DIO 8.: elektromagnetska kompatibilnost motornih vozila na dva ili tri kotača i električnih ili elektroničkih zasebnih tehničkih jedinica,Pravilnik stupa na snagu 9. 2. 2007.,,09.02.2007,,
1703,2093,Pravilnik o postupku homologacije određenih sastavnih dijelova i značajki motornih vozila na dva ili tri kotača TPV 212 (izdanje 00) - DIO 10.: naprave za spajanje prikolica za motorna vozila na dva ili tri kotača,Pravilnik stupa na snagu 9. 2. 2007.,,09.02.2007,,
1711,2103,Pravilnik o postupku homologacije traktora za poljoprivredu i šumarstvo s obzirom na kočenje TPV 307 (izdanje 00),"Pravilnik stupa na snagu17. 7. 2007.<br/>
Odredbe članka 5. ovoga Pravilnika primjenjivat će se od 1. 4.  2008. na sve nove traktore koja se prvi put registriraju u Republici Hrvatskoj.",,01.04.2008,,01.04.2008
1729,2121,"Pravilnik o razvrstavanju, kategorizaciji, posebnim standardima i posebnoj kvaliteti smještajnih objekata iz skupine ""Hoteli""","Pravilnik stupa na snagu 10. 5. 2002.<br/>
",,10.05.2002,,
1732,2124,"Pravilnik o razvrstavanju i minimalnim uvjetima ugostiteljskih objekata iz skupina ""Restorani"", ""Barovi"", ""Catering objekti"" i ""Objekti jednostavnih usluga""",Pravilnik stupa na snagu 16. 9. 2007.,15.08.2007,16.09.2007,,
1735,2127,Pravilnik o upisnicima ugostiteljskih objekata i o upisnicima o pružanju ugostiteljskih usluga u domaćinstvu i seljačkom domaćinstvu,"Pravilnik stupa na snagu 19. 1. 2008.<br/>
Prestaje važiti:<br/>
1. Pravilnik o obliku, sadržaju i načinu vođenja upisnika o minimalnim uvjetima i uvjetima za kategoriju ugostiteljskih objekata, te o obrascima zahtjeva ugostitelja i obliku, sadržaju i načinu vođenja upisnika o minimalnim uvjetima i uvjetima za kategoriju objekata za pružanje ugostiteljskih usluga građana u domaćinstvu, te o obrascima zahtjeva građana (Narodne novine, br. 3/96),<br/>
2. Pravilnik o Upisniku o minimalnim uvjetima ugostiteljskih objekata koji se ne kategoriziraju i obrascu zahtjeva ugostitelja (Narodne novine, br. 14/96, 30/96 i 75/97) i<br/>
3. Pravilnik o obrascu prijave i Upisniku o pružanju ugostiteljskih usluga u objektima zatvorenog tipa (Narodne novine, br. 14/96, 30/96 i 75/97).",18.01.2008,19.01.2008,,
1744,2136,Pravilnik o popisu turističkih cjelina (lokaliteta) po županijama,Pravilnik stupa na snagu 1. listopada 2008. godine.,01.10.2008,01.10.2008,,
1747,2139,Pravilnik o iskaznici turističkog vodiča,Pravilnik stupa na snagu 1. listopada 2008. godine.,01.10.2008,01.10.2008,,
1757,2152,Uredba o utvrđivanju visine boravišne pristojbe za 2009. godinu,Uredba stupa na snagu 22. 7. 2008.,21.07.2008,22.07.2008,,
1759,2154,Uredba o utvrđivanju visine boravišne pristojbe za građane koji pružanju ugostiteljske usluge u domaćinstvu za 2009. godinu,Uredba stupa na snagu 22. 7. 2008.,21.07.2008,22.07.2008,,
1763,2158,Uredba o postupku utvrđivanja granice pomorskog dobra,Uredba stupa na snagu 29. 1. 2004.,28.01.2004,29.01.2004,,
1764,2159,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Bakar,"Odluka stupa na snagu  8. 1. 1998.
",,,,
1765,2160,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Bakarac,"Odluka stupa na snagu 11. 9. 1997.
",,11.09.1997,,
1766,2161,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Banjol,Uredba stupa na snagu 24. 4. 1999.,23.04.1999,24.04.1999,,
1767,2162,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Barbat,Uredba stupa na snagu 2. 3. 2000.,01.03.2000,02.03.2000,,
1768,2163,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Bast - Baška Voda,Uredba stupa na snagu 27. 6. 2002.,26.06.2002,27.06.2002,,
1769,2164,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Baška,"Uredba stupa na snagu 26. 4. 2000.
",25.04.2000,26.04.2000,,
1770,2165,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Baška i k.o. Batomalj,"Uredba stupa na snagu 7. 3. 2001.
",,07.03.2001,,
1771,2166,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Beli,Uredba stupa na snagu 5. 3. 2003.,04.03.2003,05.03.2003,,
1772,2167,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Bilice,Uredba stupa na snagu 16. 9. 2004.,15.09.2004,16.09.2004,,
1773,2168,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Biograd,"Odluka stupa na snagu 24. 7. 1998.
",,24.07.1998,,
1774,2169,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Bogomolje,"Uredba stupa na snagu 2. 3. 2000.
",01.03.2000,02.03.2000,,
1776,2171,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Bogović i k.o. Sveti Anton,Uredba stupa na snagu 18. 9. 2002.,17.09.2002,18.09.2002,,
1777,2172,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Bol,Uredba stupa na snagu 19. 10. 1999.,18.10.1999,19.10.1999,,
1778,2173,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Božava,"Odluka stupa na snagu 24. 7. 1998.
",,24.07.1998,,
1779,2174,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Brašina,"Uredba stupa na snagu 29. 7. 1999.
",28.07.1999,29.07.1999,,
1780,2175,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Brtonigla,Uredba stupa na snagu 19. 6. 2002.,18.06.2002,19.06.2002,,
1781,2176,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Brtonigla i k.o. Lovrečica,Uredba stupa na snagu 27. 1. 1999.,26.01.1999,27.01.1999,,
1782,2177,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Cavtat,Uredba stupa na snagu 28. 1. 1999.,27.01.1999,28.01.1999,,
1783,2178,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Cres,"Uredba stupa na snagu 4. 10. 2002.
",03.10.2002,04.10.2002,,
1784,2179,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Crikvenica,Uredba stupa na snagu 12. 10. 1999.,11.10.1999,12.10.1999,,
1785,2180,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Dinjiška (otok Pag),Uredba stupa na snagu 7. 2. 2002.,,07.02.2002,,
1786,2181,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Donja Podstrana,Uredba stupa na snagu 9. 9. 2004.,08.09.2004,09.09.2004,,
1787,2182,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Donje Polje - Zablaće,Uredba stupa na snagu 27. 1. 1999.,26.01.1999,27.01.1999,,
1788,2183,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Donje Selo,Uredba stupa na snagu 19. 7. 2001.,18.07.2001,19.07.2001,,
1789,2184,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Dramalj,Uredba stupa na snagu 11. 4. 2000.,10.04.2000,11.04.2000,,
1790,2185,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Drvenik,Uredba stupa na snagu 22. 11. 2001.,21.11.2001,22.11.2001,,
1791,2186,Uredba o određivanju granice pomorskog dobra  na dijelu k. o. Drvenik Veli,Uredba stupa na snagu 28. 9. 1999.,27.09.1999,28.09.1999,,
1792,2187,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Dubrovnik,"Odluka stupa na snagu 30. 10. 1997.
",,30.10.1997,,
1793,2188,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Duće,Uredba stupa na snagu 22. 11. 2001.,,22.11.2001,,
1794,2189,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Funtana,"Uredba stupa na snagu 18. 10. 2002.
",17.10.2002,18.10.2002,,
1795,2190,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Goveđari,Uredba stupa na snagu 22. 2. 2001.,,22.02.2001,,
1796,2191,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Grohote,"Uredba stupa na snagu 8. 10. 2003.
",07.10.2003,08.10.2003,,
1797,2192,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Gruž,"Uredba stupa na snagu 4. 12. 1998.
",03.12.1998,04.12.1998,,
1798,2193,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Hodilje,Uredba stupa na snagu 26. 3. 2003.,25.03.2003,26.03.2003,,
1799,2194,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Hvar,Uredba stupa na snagu 14. 12. 2000.,13.12.2000,14.12.2000,,
1800,2195,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Jablanac,"Uredba stupa na snagu 7. 2. 2002.
",06.02.2002,07.02.2002,,
1801,2196,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Jadranovo,Uredba stupa na snagu 7. 11. 2001.,06.11.2001,07.11.2001,,
1802,2197,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Jesenice,Uredba stupa na snagu 4. 10. 2002.,03.10.2002,04.10.2002,,
1803,2198,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Jezera,Uredba stupa na snagu 26. 2. 2004.,25.02.2004,26.02.2004,,
1804,2199,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kali,Uredba stupa na snagu 15. 7. 2000.,14.07.2000,15.07.2000,,
1805,2200,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kampor,Uredba stupa na snagu 3. 6. 1999.,02.06.1999,03.06.1999,,
1806,2201,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kaštel Lukšić,Uredba stupa na snagu 9. 3. 2004.,08.03.2004,09.03.2004,,
1807,2202,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kaštel Sućurac,Uredba stupa na snagu 25. 12. 1999.,24.12.1999,25.12.1999,,
1808,2203,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Klada,Uredba stupa na snagu 11. 4. 2000.,10.04.2000,11.04.2000,,
1809,2204,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kolan,Uredba stupa na snagu 27. 1. 1999.,26.01.1999,27.01.1999,,
1810,2205,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kolan i k.o. Pag,Uredba stupa na snagu 23. 5. 1999.,25.05.1999,23.05.1999,,
1811,2206,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Komiža,"Uredba stupa na snagu 21. 12. 2001.
",20.12.2001,21.12.2001,,
1812,2207,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Korita,Uredba stupa na snagu 23. 9. 2004.,22.09.2004,23.09.2004,,
1813,2208,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Kostrena - Sv. Barbara,Odluka stupa na snagu 9. 10. 1997.,,09.10.1997,,
1814,2209,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Kostrena - Sveta Lucija,Odluka stupa na snagu 17. 10. 1996.,,17.10.1996,,
1815,2210,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kraljevica,"Uredba stupa na snagu 12. 1. 2000.
",11.01.2000,12.01.2000,,
1816,2211,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Krapanj,Uredba stupa na snagu 19. 6. 1999.,18.06.1999,19.06.1999,,
1817,2212,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Krk,Uredba stupa na snagu 19. 5. 1999.,18.05.1999,19.05.1999,,
1818,2213,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Krk Grad,Uredba stupa na snagu 19. 5. 1999.,18.05.1999,19.05.1999,,
1819,2214,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Krmpote,"Odluka stupa na snagu 26. 3. 1998.
",,26.03.1998,,
1820,2215,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Kučište,"Uredba stupa na snagu 6. 10. 2000.
",,06.10.2000,,
1821,2216,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Lastovo,Uredba stupa na snagu 29. 3. 2001.,28.03.2001,29.03.2001,,
1822,2217,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Ledenice,"Odluka stupa na snagu 2. 4. 1998.
",,02.04.1998,,
1823,2218,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Ližnjan,"Uredba stupa na snagu 30. 10. 2003.
",29.10.2003,30.10.2003,,
1824,2219,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Lopar,Uredba stupa na snagu 5. 1. 2006.,,05.01.2006,,
1825,2220,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Lopud,Uredba stupa na snagu 2. 3. 2000.,01.03.2000,02.03.2000,,
1826,2221,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Lovran,Uredba stupa na snagu 11. 10. 2000.,,11.10.2000,,
1827,2222,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Lovrečica,"Uredba stupa na snagu 17. 12. 1998.
",16.12.1998,17.12.1998,,
1828,2223,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Lubenice,Uredba stupa na snagu 23. 9. 2004.,22.09.2004,23.09.2004,,
1829,2224,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Luka Šipan,Uredba stupa na snagu 12. 1. 2000.,11.01.2000,12.01.2000,,
1830,2225,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Makarska,Uredba stupa na snagu 15. 7. 2000.,,15.07.2000,,
1831,2226,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Mali Lošinj,"Odluka stupa na snagu 22. 1. 1998.
",,22.01.1998,,
1832,2227,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Maranovići,"Odluka stupa na snagu 24. 7. 1998.
",,24.07.1998,,
1833,2228,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Marina,Uredba stupa na snagu 4. 4. 2001.,03.04.2001,04.04.2001,,
1834,2229,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Martinšćica,"Uredba stupa na snagu 18. 12. 2003.
",17.12.2003,18.12.2003,,
1835,2230,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Milna,"Uredba stupa na snagu 18. 1. 2001.
",,18.01.2001,,
1836,2231,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Mirca,Uredba stupa na snagu 27. 9. 2001.,,27.09.2001,,
1837,2232,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Mošćenička Draga,Uredba stupa na snagu 29. 7. 1999.,28.07.1999,29.07.1999,,
1838,2233,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Murter - Betina,Odluka stupa na snagu 28. 3. 1998.,,28.03.1998,,
1839,2234,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Nerezine,Odluka stupa na snagu 4. 6. 1998.,,04.06.1998,,
1840,2235,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Nerezine i k.o. Sv. Jakov,"Uredba stupa na snagu 5. 8. 2004.
",04.08.2004,05.08.2004,,
1841,2236,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Nin,"Odluka stupa na snagu 24. 7. 1998.
",,24.07.1998,,
1842,2237,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Novalja,"Uredba stupa na snagu 28. 7. 1998.
",16.12.1998,28.07.1998,,
1843,2238,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Novi,Uredba stupa na snagu 14. 6. 2000.,13.06.2000,14.06.2000,,
1844,2239,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Novigrad,"Odluka stupa na snagu 24. 7. 1998.
",,24.07.1998,,
1845,2240,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Obod,Uredba stupa na snagu 12. 10. 1999.,11.10.1999,12.10.1999,,
1846,2241,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Okrug,"Uredba stupa na snagu 21. 12. 2001.
",,21.12.2001,,
1847,2242,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Omiš,"Uredba stupa na snagu 6. 10. 2000.
",05.10.2000,06.10.2000,,
1848,2243,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Omišalj,Uredba stupa na snagu 18. 1. 2001.,,18.01.2001,,
1849,2244,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Omišalj i k.o. Miholjice,Uredba stupa na snagu 20. 11. 2002.,19.11.2002,20.11.2002,,
1850,2245,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Opatija,"Uredba stupa na snagu 12. 10. 1999.
",11.10.1999,12.10.1999,,
1851,2246,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Opatija i k.o. Vasanska,Uredba stupa na snagu 21. 2. 2002.,20.02.2002,21.02.2002,,
1852,2247,"Uredba o određivanju granice pomorskog dobra na dijelu k.o. Opatija, k.o. Vasanska i k.o. Veprinac","Uredba stupa na snagu 18. 12. 2002.
",17.12.2002,18.12.2002,,
1853,2248,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Opatija i k.o. Volosko,"Uredba stupa na snagu 1. 2. 2001.
",,01.02.2001,,
1854,2249,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Oprić,"Uredba stupa na snagu 29. 1. 2000.
",28.01.2000,29.01.2000,,
1855,2250,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Oprić i k.o. Lovran,Uredba stupa na snagu 18. 12. 2003.,17.12.2003,18.12.2003,,
1856,2251,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Opuzen,"Uredba stupa na snagu 14. 9. 2000.
",13.09.2000,14.09.2000,,
1857,2252,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Orebić,Uredba stupa na snagu 7. 3. 2002.,,07.03.2002,,
1858,2253,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Osor,"Uredba stupa na snagu 12. 2. 2003.
",11.02.2003,12.02.2003,,
1859,2254,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Pag,"Odluka stupa na snagu 24. 7. 1998.
",,24.07.1998,,
1860,2255,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Pakoštane,Uredba stupa na snagu 28. 10. 2004.,,28.10.2004,,
1861,2256,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Petrčane,"Uredba stupa na snagu 27. 9. 2000.
",26.09.2000,27.09.2000,,
1862,2257,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Pirovac,"Uredba stupa na snagu 28. 1. 1999.
",27.01.1999,28.01.1999,,
1863,2258,Odluka o određivanju granice pomorskog dobra na dijelu k. o. Plat,"Odluka stupa na snagu 30. 10. 1997.
",,30.10.1997,,
1864,2259,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Plomin,Uredba stupa na snagu 8. 5. 2002.,07.05.2002,08.05.2002,,
1865,2260,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Poljane,Uredba stupa na snagu 1. 3. 2001.,,01.03.2001,,
1866,2261,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Poljane i k.o. Veprinac,"Odluka stupa na snagu 26. 3. 1998.
",,26.03.1998,,
1867,2262,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Pomer,Uredba stupa na snagu 27. 8. 2002.,26.08.2002,27.08.2002,,
1868,2263,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Poreč,Uredba stupa na snagu 22. 12. 2004.,21.12.2004,22.12.2004,,
1869,2264,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Povlja,"Uredba stupa na snagu 5. 3. 2003.
",04.03.2003,05.03.2003,,
1870,2265,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Povljana,"Uredba stupa na snagu 27. 1. 1999.
",26.01.1999,27.01.1999,,
1871,2266,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Pražnica,"Uredba stupa na snagu 20. 9. 2001.
",,20.09.2001,,
1872,2267,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Preko,Odluka stupa na snagu 2. 4.1998.,,02.04.1998,,
1873,2268,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Primošten,Uredba stupa na snagu 24. 5. 2001.,23.05.2001,24.05.2001,,
1874,2269,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Privlaka,"Uredba stupa na snagu 17. 12. 1998.
",16.12.1998,17.12.1998,,
1875,2270,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Pućišća,Uredba stupa na snagu 4. 8. 2004.,04.08.2004,04.08.2004,,
1876,2271,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Pučišće,"Uredba stupa na snagu 11. 11. 2005.
",,11.11.2005,,
1877,2272,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Pula,Odluka stupa na snagu 17. 10. 1996.,,17.10.1996,,
1878,2273,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Punat,Uredba stupa na snagu 21. 9. 2000.,20.09.2000,21.09.2000,,
1879,2274,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Rogoznica,"Uredba stupa na snagu 13. 7. 1999.
",12.07.1999,13.07.1999,,
1880,2275,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Rovinj,Uredba stupa na snagu 29. 1. 2003.,28.01.2003,29.01.2003,,
1881,2276,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Sali,Odluka stupa na snagu 24. 7. 1998.,,24.07.1998,,
1882,2277,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Savudrija,Uredba stupa na snagu 27. 1. 1999.,26.01.1999,27.01.1999,,
1883,2278,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Seget,Uredba stupa na snagu 7. 11. 2001.,06.11.2001,07.11.2001,,
1884,2279,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Seget Donji,Uredba stupa na snagu 21. 10. 2004.,20.10.2004,21.10.2004,,
1885,2280,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Selca,Uredba stupa na snagu 7. 2. 2002.,06.02.2002,07.02.2002,,
1886,2281,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Selce,"Uredba stupa na snagu 29. 11. 2001.
",28.11.2001,29.11.2001,,
1887,2282,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Selo Donje,Uredba stupa na snagu 29. 1. 2000.,28.01.2000,29.01.2000,,
1888,2283,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Selo Gornje,Uredba stupa na snagu 8. 12. 2004.,07.12.2004,08.12.2004,,
1889,2284,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Senj,Odluka stupa na snagu 4. 6. 1998.,,04.06.1998,,
1891,2286,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Slivno,Uredba stupa na snagu 29. 7. 1999.,28.07.1999,29.07.1999,,
1892,2287,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Soline,Uredba stupa na snagu 4. 4. 2001.,,04.04.2001,,
1893,2288,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Split,Uredba stupa na snagu 12. 10. 1999.,11.10.1999,12.10.1999,,
1894,2289,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Stanković,Uredba stupa na snagu 5. 5. 2005.,04.05.2005,05.05.2005,,
1895,2290,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Stara Baška,Uredba stupa na snagu 5. 1. 2006.,,05.01.2006,,
1896,2291,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Stari Grad,"Uredba stupa na snagu 21. 9. 2000.
",,21.09.2000,,
1897,2292,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Starigrad,Uredba stupa na snagu 17. 12. 1998.,16.12.1998,17.12.1998,,
1898,2293,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Stinica,Uredba stupa na snagu 5. 2. 2004.,04.02.2004,05.02.2004,,
1899,2294,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Stobreč,Uredba stupa na snagu 29. 3. 2001.,28.03.2001,29.03.2001,,
1900,2295,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Ston,"Uredba stupa na snagu 7. 3. 2001.
",06.03.2001,07.03.2001,,
1901,2296,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Stupa,Uredba stupa na snagu 8. 11. 2005.,,08.11.2005,,
1902,2297,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Sućuraj,Uredba stupa na snagu 12. 12. 2002.,,12.12.2002,,
1903,2298,Uredba o određivanju granice pomorskog dobra na dijelu k.o. Suđurađ,Uredba stupa na snagu 22. 2. 2001.,,22.02.2001,,
1904,2299,Odluka o određivanju granice pomorskog dobra na dijelu k.o. Sukošan,Odluka stupa na snagu 24. 7. 1998.,,24.07.1998,,
